amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	purchase-order-number	price-designation	is-iba	order-invoice-type
305-4143815-6295562	305-4143815-6295562	2023-08-23T17:54:38+00:00	2023-08-28T10:15:12+00:00	Pending	Amazon	Amazon.de		Standard	INNONEXXT® Professional Dreieckschleifer Schleifpapier |100 x 150 mm, Gold, 100 Stück, 7 Loch | Delta.- Multischleifer, Schleifblätter Klett | 10x	J0-4EOO-GOQ2	B09QJ7P35S	Unshipped	1	EUR	31.98								Görisried		87657	DE		false			false	
304-0628558-5963563	304-0628558-5963563	2023-08-28T08:51:09+00:00	2023-08-28T08:51:14+00:00	Pending	Amazon	Amazon.de		Standard	INNONEXXT® Premium Unterlegplatten | 60 x 40 mm, 10 mm braun - 100 Stk. | Abstandshalter, Plättchen aus Kunststoff, Distanzplatten, Klötze, Unterle	YX-ZU3N-YRQO	B08SCHG523	Unshipped	1	EUR	33.65								Saarbrücken		66121	DE	DE Core Free Shipping 2018/04/24 20-00-00	true		Business Price	false	
304-0628558-5963563	304-0628558-5963563	2023-08-28T08:51:09+00:00	2023-08-28T08:51:14+00:00	Pending	Amazon	Amazon.de		Standard	INNONEXXT® Premium Unterlegplatten | 60 x 40 mm, 20 mm schwarz - 100 Stk. | Abstandshalter, Plättchen aus Kunststoff, Distanzplatten, Klötze, Unter	BX-R178-Y4NF	B08SCD4RVN	Unshipped	1	EUR	48.01								Saarbrücken		66121	DE	DE Core Free Shipping 2018/04/24 20-00-00	true		Business Price	false	
304-0628558-5963563	304-0628558-5963563	2023-08-28T08:51:09+00:00	2023-08-28T08:51:14+00:00	Pending	Amazon	Amazon.de		Standard	INNONEXXT® Premium Verglasungsklötze | 24 x 100 mm, 600 Stück | Made in Germany | Unterlegplatten, Abstandshalter, Distanzklötze aus Kunststoff, A	GJ-6IO8-W0G9	B07ZPBVDLY	Unshipped	1	EUR	29.67								Saarbrücken		66121	DE	DE Core Free Shipping 2018/04/24 20-00-00	true		Business Price	false	
305-8241417-4088341	305-8241417-4088341	2023-08-28T08:29:57+00:00	2023-08-28T08:32:14+00:00	Pending	Amazon	Amazon.de		Standard	INNONEXXT Schleifpapier fï¿½r Profi-Schwingschleifer | Gold, 93 x 186 mm 60er-Set | Schleifblï¿½tter, Schleifpapier mit Absauglï¿½scher, Klet	OJ-I25H-MWPX	B09QJ8GWDC	Unshipped	1	EUR	18.98								Bochum		44799	DE	DE Core Free Shipping 2018/04/24 20-00-00	false			false	
303-4308130-7006756	303-4308130-7006756	2023-08-27T16:55:30+00:00	2023-08-28T04:29:41+00:00	Shipped	Amazon	Amazon.de		Expedited	INNONEXXT® Premium Profilverbindungsschrauben | 3,9 x 11 mm | 500 Stück | Metallprofileschrauben, Profil Schrauben, Blechschrauben schwarz, Trockenb	2R-KNCM-T7QB	B08GFWYC7M	Shipped	1	EUR	15.49	2.47							Neuss	Nordrhein-Westfalen	41464	DE		false			false	
304-6532347-6189164	304-6532347-6189164	2023-08-26T05:49:45+00:00	2023-08-28T04:29:30+00:00	Shipped	Amazon	Amazon.de		Expedited	INNONEXXT® Premium Unterlegplatten | 40er Set - 60 x 40 mm | Abstandshalter, Plättchen aus Kunststoff | Tragfähigkeit bis 5 t | Set: 1.5, 2, 3, 4,	9L-HBWO-UNTN	B09JGD3YWL	Shipped	1	EUR	19.98	3.19							Donauwörth		86609	DE		false			false	
302-8102971-1605120	302-8102971-1605120	2023-08-25T18:49:46+00:00	2023-08-28T04:29:25+00:00	Shipped	Amazon	Amazon.de		Standard	INNONEXXT® Premium Unterlegplatten | 40er Set - 60 x 40 mm | Abstandshalter, Plättchen aus Kunststoff | Tragfähigkeit bis 5 t | Set: 1.5, 2, 3, 4,	9L-HBWO-UNTN	B09JGD3YWL	Shipped	1	EUR	19.98	3.19	1.12					1.12	Groß Köris		15746	DE	DE Core Free Shipping 2018/04/24 20-00-00	false			false	
303-8708940-2057969	303-8708940-2057969	2023-08-26T10:47:40+00:00	2023-08-28T04:29:23+00:00	Shipped	Amazon	Amazon.de		Expedited	INNONEXXT® Premium Abstandshalter | 400 Stück, Mix - 60 x 45 mm | Unterlegplatten, Abstandhalter, Distanzhalter, Kunststoff Platten, Klötze, Ausgle	25-10VE-GZ0T	B07P52D4LY	Shipped	1	EUR	43.99	7.02							GESSERTSHAUSEN	Bayern	86459	DE		false			false	
303-7211929-1673141	303-7211929-1673141	2023-08-23T22:53:05+00:00	2023-08-28T04:29:12+00:00	Shipped	Amazon	Amazon.de		Expedited	INNONEXXT® Premium Winkelverbinder | 25 Stück 60 x 60 x 40 x 2 mm | Winkel, Winkelhalterung, L-Winkel, Metallwinkel, Stuhlwinkel, Stahlwinkel, Schwe	GK-4SMV-2S8T	B09BVP8XFW	Shipped	2	EUR	33.98	5.42							Wedemark		30900	DE		false			false	
