amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	purchase-order-number	price-designation	is-iba	order-invoice-type
407-1071902-9094751	407-1071902-9094751	2023-08-28T01:38:20+00:00	2023-08-28T13:23:27+00:00	Shipped	Amazon	Amazon.fr		Expedited	INNONEXXT Haut de gamme Vis pour terrasse en acier inoxydable avec embout | A2-5,0 x 60 mm 200 pièces TX25 | Dentelle coupée | Vis à bois, Nervures	60-J3H9-BG7K	B08S212QHB	Shipped	1	EUR	34.99	5.83							Combles en Barrois		55000	FR		false			false	
407-4782491-2789101	407-4782491-2789101	2023-08-27T23:01:30+00:00	2023-08-27T23:16:38+00:00	Pending	Amazon	Amazon.fr		Standard	INNONEXXT® vis à aggloméré de qualité supérieure | 4,5 x 40 mm Lot de 500 | avec nervures de fraisage, vis a bois, vis bois torx, vis de terrass	LA-E7RD-YZBQ	B08GJ7674N	Unshipped	1	EUR	29.99								Bou		45430	FR		false			false	
403-0462704-2732364	403-0462704-2732364	2023-08-27T22:33:53+00:00	2023-08-28T13:26:37+00:00	Shipped	Amazon	Amazon.fr		Expedited	INNONEXXT® Premium Cales pour vitrage | 24 x 100 mm, 600 pièces | Fabriqué en Allemagne | Cales, entretoises, cales d'espacement en plastique, entr	GJ-6IO8-W0G9	B07ZPBVDLY	Shipped	1	EUR	36.29	6.3							Cornesse		4860	BE		false			false	
408-5552279-1515542	408-5552279-1515542	2023-08-27T22:10:20+00:00	2023-08-27T22:25:28+00:00	Pending	Amazon	Amazon.fr		Standard	INNONEXXT Haut de gamme Vis pour terrasse en acier inoxydable avec embout | A2-5,0 x 40 mm 200 pièces TX25 | Dentelle coupée | Vis à bois, Nervures	02-ZCJX-YMEJ	B08RP6J47J	Unshipped	1	EUR	29.23								Ucimont	Luxembourg	6833	BE		false			false	
402-6531640-9970767	402-6531640-9970767	2023-08-27T22:03:32+00:00	2023-08-27T22:18:41+00:00	Pending	Amazon	Amazon.fr		Standard	INNONEXXT Haut de gamme Vis pour terrasse en acier inoxydable avec embout | C1-5,0 x 60 mm 200 pièces | Dentelle coupée | Vis à bois, Nervures de f	UA-0KEE-NJEO	B09GKVXT43	Unshipped	1	EUR	30.39								Lacaune		81230	FR		false			false	
406-6500629-8294706	406-6500629-8294706	2023-08-27T21:27:18+00:00	2023-08-28T21:19:57+00:00	Shipped	Amazon	Amazon.fr		Expedited	INNONEXXT Premium Disques abrasifs excentriques 125mm | Or, 60 pièces, 8 trous | papier a poncer, disque poncage | Papier abrasif universel Velcro |	2R-9ZP5-A8W2	B09QD5239J	Shipped	1	EUR	13.99	2.33							SIGNES		83870	FR		false			false	
406-4184262-0183543	406-4184262-0183543	2023-08-27T21:10:00+00:00	2023-08-28T21:19:04+00:00	Shipped	Amazon	Amazon.fr		Expedited	INNONEXXT premium Entretoises pour lames de terrasse | 200 pièces - 4 mm | Entretoises Terrassfix, entretoises pour lames de terrasse, entretoises pl	A6-Q9GJ-WQ5E	B09446V6XJ	Shipped	1	EUR	24.99	4.17							Bassens		33530	FR		false			false	
405-7493999-1061151	405-7493999-1061151	2023-08-27T20:55:47+00:00	2023-08-28T04:30:14+00:00	Shipped	Amazon	Amazon.fr		Standard	INNONEXXT Premium Disques abrasifs excentriques 125mm | Or, 60 pièces, 8 trous | papier a poncer, disque poncage | Papier abrasif universel Velcro |	2R-9ZP5-A8W2	B09QD5239J	Shipped	1	EUR	13.99	2.33							St sulpice le verdon		85260	FR		false			false	
402-3500623-2606733	402-3500623-2606733	2023-08-27T19:53:03+00:00	2023-08-27T19:53:09+00:00	Pending	Amazon	Amazon.fr		Standard	INNONEXXT Haut de gamme Plaques de calage | 60 x 40 mm 40 pièces Mix jusqu'à 5 t | Entretoises, plaques en plastique, blocs, plaquettes de compensat	9L-HBWO-UNTN	B09JGD3YWL	Unshipped	1	EUR	22.99								St Pierre En Faucigny		74800	FR	Free Shipping 2017/10/17 17-17-37-677	false			false	
171-4915382-0461963	171-4915382-0461963	2023-08-27T19:31:49+00:00	2023-08-28T13:24:49+00:00	Shipped	Amazon	Amazon.fr		Standard	INNONEXXT Pied à biche de qualité supérieure | 600 x 18 mm | En acier spécial | Pour clous, fentes de clous, pied de biche | Grattoir à burin, pi	IT-JXWS-5JZ0_FBM	B09BZJJDRZ	Shipped	1	EUR	25.99	4.33							Gif sur Yvette		91190	FR	Free Shipping 2017/10/17 17-17-37-677	false			false	
